protein,l2FC,Q1,Q3,p,padj
GPX4A,0.9143677879843004,-0.4560428059597683,0.9485407751030159,0.42063492063492064,0.6078687572590011
GSNA,-0.06877657861394582,-0.8276414273076043,0.6932422262533322,1,1
GSTA5,0.13748675436984215,-0.7050495110583519,0.7185547582630996,0.8412698412698413,0.8900935374149659
GSTT1B,0.04718795304950518,-0.22411892464170435,0.4482372188118262,0.6904761904761905,0.8081128747795414
H1F0,1.866052628300265,-0.5809268176070823,2.5267409643776,0.6904761904761905,0.8081128747795414
H3F3B.1,1.56809127376307,-0.5593083555234379,2.2281660898635387,0.42063492063492064,0.6078687572590011
HABP2,1.0353599114699144,0.5150472496198013,1.260601924448931,0.15079365079365079,0.33874971789663727
HEBP2,0.39731938947372214,0.10483386636375869,0.7303611210637513,0.15079365079365079,0.33874971789663727
HIST1H2BD,0.37290836739849453,-0.7501496578229307,1.8174658962876045,0.5476190476190477,0.6959019532746075
HK2,-0.06379150143608925,-0.3918379440777535,0.6655825714659453,0.8412698412698413,0.8900935374149659
HMGB2A,0.2009813362319548,-0.21357463799760268,0.7891394954375421,0.6904761904761905,0.8081128747795414
HNRNPA3,-0.16661375464399697,-1.0211030509980255,0.8519446670559034,0.8412698412698413,0.8900935374149659
HNRNPK,-0.054911751893570226,-0.5087756635483736,0.17621003265683655,0.6904761904761905,0.8081128747795414
HNRNPUA,-0.0019424868608570733,-0.6131314558466112,0.9958923488721805,0.8412698412698413,0.8900935374149659
HP1BP3,0.3552785986229612,0.022178862842880065,1.7062310988487042,0.2222222222222222,0.42818428184281837
HPX,0.1241905789200004,-0.030476304183931546,0.33026813075596806,0.42063492063492064,0.6078687572590011
HRSP12,0.1722602171098142,-0.7752414779140135,0.6155495420246169,0.5476190476190477,0.6959019532746075
HSPA4A,-0.6184580407347902,-0.9738841195854668,-0.28718118069718557,0.15079365079365079,0.33874971789663727
HSPA8,-0.22855968086162193,-0.5331255688702967,0.15796095380212805,0.42063492063492064,0.6078687572590011
IDH1,0.75792110504484,0.465090817933568,0.9468466749834441,0.007936507936507936,0.08956916099773243
IDH2,-0.8438708349901987,-1.0248683733027093,-0.2560012079337355,0.09523809523809523,0.28937728937728935
IGF1,1.1106166306567538,0.12430942530444256,1.3572508501974259,0.15079365079365079,0.33874971789663727
igf2,0.009760776170155694,-0.4731887897863043,0.5786532332910213,1,1
INS,1.89177706210738,0.5308487288421944,2.3744488774635037,0.09523809523809523,0.28937728937728935
ITIH1,0.7801283064254427,0.013251045957130003,1.2861305479667742,0.2222222222222222,0.42818428184281837
ITIH2,0.17761816258812502,-0.29520913263572623,1.0612860576958845,0.30952380952380953,0.5024461839530333
ITIH4,1.5115926371502368,1.0268763999523927,1.9322457008355514,0.09523809523809523,0.28937728937728935
KLHDC8B,0.5972820127178906,0.16298361799255545,1.0190535196881285,0.09523809523809523,0.28937728937728935
KNG1,1.9048586371633576,1.1212437880196227,2.105853474985782,0.15079365079365079,0.33874971789663727
KPNA4,-0.47305762830615095,-1.0840497500751578,-0.15951894633991337,0.15079365079365079,0.33874971789663727
