protein,l2FC,Q1,Q3,p,padj
AFTPHA,-0.11950414352684646,-0.2892516358089203,-0.004207903028827786,0.2857142857142857,0.3744986862121421
AGA,0.0878434002119306,-0.14662583796674333,0.30235973902792956,0.9047619047619049,0.9272234476594151
AGAP2,-0.15204459017550676,-0.33332499792066184,-0.11574082037716948,0.015873015873015872,0.03882236902468116
AGFG1A,1.3999708282512486,1.1539627805725692,1.5907864868469845,0.015873015873015872,0.03882236902468116
AGFG1B,-0.15939744701988623,-0.2647542509277141,0.09713631581026938,0.5555555555555556,0.6406252957096084
AGGF1,0.6536078004403727,0.6007139869189642,0.7521352943604116,0.015873015873015872,0.03882236902468116
AGK,0.11349777813326511,-0.046033899876357864,0.41618976559459675,0.4126984126984127,0.5053297619765336
AGLA,0.5873003021447438,0.47794709776969757,0.698192049490296,0.015873015873015872,0.03882236902468116
AGMAT,0.5128557023712901,-0.061566501788390404,0.8783725001413059,0.4126984126984127,0.5053297619765336
AGPAT2,-0.10899408897686058,-0.16647734837729455,0.145116178099296,0.5555555555555556,0.6406252957096084
AGPAT3,0.4686096583507222,0.23372783342577907,0.7556615534241491,0.1111111111111111,0.17444856730571015
AGPAT4,2.3257343896921636,1.7683548725694433,2.5905500183496124,0.015873015873015872,0.03882236902468116
AGPAT5,-0.1555888169992734,-0.22400993485813725,0.20081441374576858,0.7301587301587302,0.7914144417506569
AGPAT6,-0.42793371555828585,-0.5386838463341328,-0.3173114320822332,0.015873015873015872,0.03882236902468116
AGPAT9L,-0.027136520519587037,-0.18882952529908437,0.026669877582139456,0.7301587301587302,0.7914144417506569
AGPS,-0.026939823406589625,-0.1843102189138115,0.08978398641099616,0.9047619047619047,0.9272234476594151
AGTPBP1,-0.4003514768012817,-0.6122680039528223,-0.30751025647095354,0.015873015873015872,0.03882236902468116
AGTRAP,0.62010621017102,0.4306559531812475,0.8028880461926962,0.015873015873015872,0.03882236902468116
AGXT2,0.8064554633068219,0.6361264041891719,1.344021219889517,0.015873015873015872,0.03882236902468116
AGXT2L2,-0.18382317032783746,-0.33934365649316156,-0.1132084620723317,0.06349206349206349,0.11115626321212045
AGXTB,-0.029746365448062306,-0.9097582815998644,0.756581110255083,0.9047619047619047,0.9272234476594151
AHCTF1,-0.516791186187362,-0.602288808947729,-0.3015815693002306,0.031746031746031744,0.06471563833804123
AHCY,0.013569754057744632,-0.06725056411693231,0.10380775248053364,0.7301587301587302,0.7914144417506569
AHCYL2,-0.5911800205005235,-0.655564885581505,-0.5549119720332785,0.015873015873015872,0.03882236902468116
AHNAK,-0.6044486250749337,-0.8493083615165489,-0.2813807964802377,0.031746031746031744,0.06471563833804123
AHSA1L,0.12362704304460692,-3.178010447175694e-4,0.20000681690147193,0.4126984126984127,0.5053297619765336
AHSG,0.7217598358509285,0.2726512819617035,1.585688050448681,0.06349206349206349,0.11115626321212045
AIF1,1.243600422001517,0.9688600885669034,1.3897650694231096,0.015873015873015872,0.03882236902468116
AIM1A,-0.3137665410288655,-0.3632864515634395,-0.14058598325728955,0.06349206349206349,0.11115626321212045
