protein,l2FC,Q1,Q3,p,padj
ALMS1,-0.10434241069211936,-0.28670130295067153,0.16550705688501033,0.6904761904761905,0.7649359858490934
ALOX12,-0.1384132520210315,-0.47822722397500783,0.06447964307564291,0.8412698412698413,0.8830072597514458
ALOX5,0.6490884649945095,0.52125827152582,0.7205862329395387,0.007936507936507936,0.034027966263558404
ALPK1,-0.33650507876594915,-0.7307234922774413,-0.18229320704118024,0.015873015873015872,0.051195958770994504
ALPL,0.8897558797074012,0.508467891865859,1.770169510981546,0.007936507936507936,0.034027966263558404
ALS2,0.6700863993477988,0.4041077714431687,0.9286581358610189,0.031746031746031744,0.08356167765187983
ALYREF,-0.2518242680575824,-0.27143557278498776,-0.16879083559412678,0.007936507936507936,0.034027966263558404
AMBP,0.3178215900904,-0.6220851295491201,0.855561170142618,0.6904761904761905,0.7649359858490934
AMBRA1,-0.7682071822349084,-0.9304983698632583,-0.5574517543053723,0.007936507936507936,0.034027966263558404
AMDHD2,0.35724981613781637,0.21975429593300788,0.4593031534683085,0.15079365079365079,0.24347078842666725
AMPD2,-0.33002774291798787,-0.493894833995288,-0.24821681685119046,0.015873015873015872,0.051195958770994504
AMPD3,-0.07442911867767776,-0.47507103254618954,0.2662018313471499,0.5476190476190477,0.6446497917546431
AMT,0.33969190719949083,0.0068372521437112255,1.2682434328035832,0.2222222222222222,0.32486384030327026
ANAPC1,-0.2250214352658091,-0.372019156626358,-0.15414961339200772,0.007936507936507936,0.034027966263558404
ANAPC10,-0.44174418515942016,-0.5858277315918219,-0.3421372236245812,0.007936507936507936,0.034027966263558404
ANAPC4,0.12356179345226259,0.012086140104331733,0.5292231458921677,0.2222222222222222,0.32486384030327026
ANAPC7,-0.6731963819366307,-0.7258258052018611,-0.51139788824673,0.007936507936507936,0.034027966263558404
ANGEL2,-0.6699112269595098,-0.7545271882354001,-0.3339880171214489,0.015873015873015872,0.051195958770994504
ANK1,-1.2504235430091413,-1.4347581832748197,0.8030977961307215,0.8412698412698413,0.8830072597514458
ANKFY1,0.10080738642395559,0.014843667846829334,0.2272934985898658,0.2222222222222222,0.32486384030327026
ANKHD1,-0.28927865218048865,-0.3978488916038785,-0.18781421720337832,0.007936507936507936,0.034027966263558404
ANKLE2,-0.6376581735899478,-0.8069348250731068,-0.333700217982841,0.031746031746031744,0.08356167765187983
ANKMY2A,0.1556803279240313,-0.07441829698056779,0.17662511096538935,0.8412698412698413,0.8830072597514458
ANKRD10B,-0.4774754105630201,-0.5362676882698807,-0.19406605138113164,0.031746031746031744,0.08356167765187983
ANKRD11,-0.2556132774955522,-0.30481673531149056,-0.0379803581130318,0.031746031746031744,0.08356167765187983
ANKRD12,-0.03568973512544815,-0.19659739412453803,0.06838402872288185,0.5476190476190477,0.6446497917546431
ANKRD13A,0.3245108193127102,-0.03938506551769194,0.35949502207870054,0.42063492063492064,0.5304952333640859
ANKRD16,-0.30074346647861994,-0.3234980795204798,0.3386327749934672,0.6904761904761905,0.7649359858490934
ANKRD27,-0.11410503083238055,-0.31616918175338427,-0.040462381581100715,0.09523809523809523,0.18343155185260446
